scenario,civil_use,service_load_kN,head_stiffness_kN_per_m,allowable_settlement_mm,thermal_amplitude_C,serviceability_basis,head_restraint_ratio,initial_mechanical_settlement_mm,peak_abs_thermal_force_kN,peak_abs_pore_pressure_kPa,max_TM_settlement_mm,max_THM_settlement_mm,final_THM_settlement_mm,max_THM_serviceability_ratio,max_error_if_pore_pressure_ignored_percent,case_id,thermal_factor,load_factor,head_stiffness_factor,vertical_stiffness_factor,cv_factor,mv_factor,lambda_factor
Bridge abutment retrofit matrix 201,bridge abutment or approach foundation,4623.332782057379,536043.9029239177,15.0,9.873318282777348,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4155294892032669,16.295610401206616,618.6654265608324,118.2631439706835,17.44974241014515,21.74418970054701,16.325635249509038,1.449612646703134,22.071408199976986,201,1.2341647853471684,1.1007935195374712,0.9746252780434869,0.788101258257841,0.5489717187225394,1.2774624935343497,1.1928903752687432
Bridge abutment retrofit matrix 202,bridge abutment or approach foundation,4277.221659047308,713343.5677208545,15.0,9.542662360242648,stricter screening limit for bridge approach compatibility and differential-settlement control,0.48615213164868265,9.646945633755111,699.5723100886239,87.84553155438891,10.627640409378825,13.975883414192706,9.672465180273612,0.9317255609461804,25.29004149954347,202,1.192832795030331,1.0183861092969781,1.2969883049470083,1.2315992777608948,1.4202025117160912,0.6871905023451593,0.9014730395777518
Bridge abutment retrofit matrix 203,bridge abutment or approach foundation,3606.777685785686,303045.0416132895,15.0,9.585896412358927,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2866955733162782,8.083819807222612,414.4236944286599,93.93182111619545,9.45135148575606,15.540655301106924,8.119251526533088,1.0360436867404617,40.68801132596441,203,1.198237051544866,0.8587565918537348,0.5509909847514355,1.2393679156490802,1.8480967356446492,0.9943822224252306,0.9532853913205318
Bridge abutment retrofit matrix 204,bridge abutment or approach foundation,3030.9841216845366,381558.6644977454,15.0,9.028482802639525,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3360149018331279,8.408066194370527,457.4716361737501,120.90542563525267,9.607021109405494,14.116714943777211,8.439224816856491,0.9411143295851474,34.75453958675598,204,1.1285603503299406,0.7216628861153659,0.6937430263595371,1.001348008374347,0.8073928013140321,0.9775141383025561,1.326394560376893
Bridge abutment retrofit matrix 205,bridge abutment or approach foundation,5009.972356054382,599309.4809678076,15.0,10.339581743488866,stricter screening limit for bridge approach compatibility and differential-settlement control,0.44285313585535213,14.304095472829228,690.4838964719987,151.98697116546,15.456227915915155,22.153595777529105,14.334041422566028,1.476906385168607,31.34135165784697,205,1.2924477179361082,1.192850560965329,1.08965360175965,0.9729094652901009,1.2231209781002896,0.854569433907634,1.4443820149658184
Bridge abutment retrofit matrix 206,bridge abutment or approach foundation,5232.480101406399,627435.8497354264,15.0,10.145731612999395,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4541969269282328,15.658456610793458,694.8937733965759,130.9384411986422,16.76597026926483,22.495147867563276,15.687239661374136,1.4996765245042183,26.519160255048558,206,1.2682164516249244,1.245828595572952,1.1407924540644117,0.9282311347551511,1.228033759649967,0.8494949019066645,1.2680150909760055
Bridge abutment retrofit matrix 207,bridge abutment or approach foundation,5338.908017347227,512808.7871511056,15.0,9.852229640899349,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4048092995849822,13.20998629017263,601.4172299288591,106.00620552703616,14.382776704451635,19.655678767917273,13.240431680240265,1.3103785845278182,28.369920130165333,207,1.2315287051124186,1.2711685755588635,0.9323796130020101,1.122658246755299,1.0180900093628156,1.0985005435889488,1.0612621841792682
Bridge abutment retrofit matrix 208,bridge abutment or approach foundation,4817.683999973289,331103.8559496135,15.0,9.869413793529505,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3051406318293262,12.449542505364594,454.13216001420244,94.3600131388367,13.821112639187835,19.023433849620105,12.485089854369157,1.268228923308007,29.20503457301597,208,1.2336767241911881,1.1470676190412594,0.6020070108174791,1.074935528732463,1.0689806115476697,1.190136505320383,0.942112691583533
Bridge abutment retrofit matrix 209,bridge abutment or approach foundation,4050.729875725527,312218.898526676,15.0,10.249021698771688,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2928330201158438,9.022696889318292,452.5778742645806,100.24398728008813,10.472249995809417,12.265155320671921,9.060333116199729,0.817677021378128,19.44087071386664,209,1.281127712346461,0.9644594942203636,0.5676707245939564,1.2470802877011038,0.38935099774318643,0.9492127812154114,0.977498339118223
Bridge abutment retrofit matrix 210,bridge abutment or approach foundation,4908.5258791132665,794593.8750834233,15.0,5.626512391313537,stricter screening limit for bridge approach compatibility and differential-settlement control,0.513112574160422,13.360001853805834,435.3542577211837,78.53356817754549,13.907897164067917,16.80970813920751,13.374215042007574,1.1206472092805007,18.179276724224017,210,0.7033140489141921,1.168696637884111,1.4447161365153152,1.0205682796940518,0.9905989446705545,0.8255079612208509,1.377436929323303
Bridge abutment retrofit matrix 211,bridge abutment or approach foundation,3788.2840104982893,796893.0190395185,15.0,8.0059644018882,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5138343757870574,13.922681684478178,620.3369768041538,73.01434472138214,14.701126170730342,16.534351478213903,13.94300764389986,1.1022900985475936,13.491304248196979,211,1.000745550236025,0.9019723834519736,1.44889639825367,0.7558178358702761,0.32234571755849,1.4399721453616223,0.9128490046072275
Bridge abutment retrofit matrix 212,bridge abutment or approach foundation,3144.9061857460792,367211.75296621275,15.0,10.013228052517235,stricter screening limit for bridge approach compatibility and differential-settlement control,0.327518481456205,9.62524727056614,494.5392639968289,83.78286702443246,10.97198865343885,11.916192371506883,9.660302774079152,0.7944128247671255,11.437090253602415,212,1.2516535065646544,0.7487871870823998,0.6676577326658414,0.907597516239965,0.3287708032194675,0.7263298148975781,0.8373773355808459
Bridge abutment retrofit matrix 213,bridge abutment or approach foundation,4042.749874471087,596874.9418531881,15.0,6.123116242662471,stricter screening limit for bridge approach compatibility and differential-settlement control,0.441849035751566,10.85657017434019,407.97849813735894,50.48129234953644,11.540094426289283,13.96055031608253,10.874303594306186,0.930703354405502,18.833820689392436,213,0.7653895303328089,0.9625594939216874,1.0852271670057965,1.0343838414973616,0.8834433331996435,1.1844848353134687,0.8153228160047739
Bridge abutment retrofit matrix 214,bridge abutment or approach foundation,4325.670627812322,323859.59836106026,15.0,6.13293664687507,stricter screening limit for bridge approach compatibility and differential-settlement control,0.30047042875652746,11.171689349666943,277.8824211853772,51.064888761853794,12.029722962354795,13.516285459366266,11.19389613040622,0.9010856972910843,12.857150338259974,214,0.7666170808593837,1.0299215780505528,0.5888356333837459,1.075553693612268,0.861157803851727,0.7876421416668997,0.8237969342631803
Bridge abutment retrofit matrix 215,bridge abutment or approach foundation,3919.6133479229384,806575.9814373056,15.0,8.88531971252186,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5168509396057926,13.31722230654947,692.515069696964,93.37604083176151,14.175808584388928,15.817172148685275,13.33965874555321,1.054478143245685,12.775635649770553,215,1.1106649640652324,0.9332412733149853,1.4665017844314647,0.8175740109096788,0.4032853595528398,0.8505212723844531,1.049944008002643
Bridge abutment retrofit matrix 216,bridge abutment or approach foundation,4200.463927931807,891107.3505148697,15.0,6.766852180690794,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5416770961002816,14.476907184438135,552.7363434744643,65.70865530949357,15.097187494274094,16.52614339527832,14.493069757867655,1.1017428930185547,10.398158102268857,216,0.8458565225863492,1.0001104590313827,1.6201951827543084,0.8059701707494906,0.419884646509119,0.9999462050526219,0.9697906311409953
Bridge abutment retrofit matrix 217,bridge abutment or approach foundation,3498.139126823796,456890.6809876909,15.0,9.254035267585493,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3773233955873937,12.501467326653426,526.5453034478005,61.638527823046346,13.653920912070253,16.424122790799625,12.531416245910739,1.0949415193866416,18.675034983783494,217,1.1567544084481867,0.8328902682913799,0.8307103290685289,0.7772730093330014,1.0629419307006753,1.0032224723573548,0.6564123616947102
Bridge abutment retrofit matrix 218,bridge abutment or approach foundation,4691.8398980684115,625371.6698908961,15.0,6.151506973275211,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4533801418399374,11.860623527727924,420.5666912409163,52.972430475928064,12.53313031287585,14.028535504937127,11.878076295244968,0.9352357003291417,12.728600975808307,218,0.7689383716594014,1.117104737635336,1.1370393998016293,1.0988367159009074,0.4823826994563859,1.1667144321868879,0.8588346700529501
Bridge abutment retrofit matrix 219,bridge abutment or approach foundation,3386.0806303675995,595647.1729886666,15.0,7.428457391469896,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4413412812742218,7.996277216276756,494.3835904008566,92.7292994937205,8.826271234245953,11.012215398375844,8.017892241368457,0.7341476932250562,23.88716890077398,219,0.928557173933737,0.8062096738970475,1.0829948599793937,1.1762698158654419,0.32372225014137285,1.332741856462289,1.2494214592132993
Bridge abutment retrofit matrix 220,bridge abutment or approach foundation,3765.8659785983623,848219.1747722614,15.0,6.140395612049407,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5294085803527706,10.376276804761005,490.2055089347226,53.964623678415485,10.954199968389483,11.938890971676019,10.39132877724289,0.7959260647784012,10.383699330605625,220,0.7675494515061759,0.8966347568091338,1.5422166814041116,1.0081399162983138,0.38594177612991054,0.9334239666406138,0.8783879407622107
Bridge abutment retrofit matrix 221,bridge abutment or approach foundation,3800.867242047469,511022.5324142382,15.0,10.238396687619527,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4039688583204291,8.669039061624938,623.6927537521701,92.04155010107321,9.889519009555297,15.944180501858497,8.700768398274885,1.0629453667905664,39.44863184412806,221,1.279799585952441,0.9049683909636831,0.9291318771167967,1.217893296614581,1.37769929150845,1.1897613933288573,0.8809762862657096
Bridge abutment retrofit matrix 222,bridge abutment or approach foundation,3553.859331924931,818963.7810831914,15.0,8.118272862909324,stricter screening limit for bridge approach compatibility and differential-settlement control,0.520655999468611,9.798156479974784,637.390197946337,96.87224564521938,10.576445108445387,13.02022599401443,9.818494938726225,0.8680150662676287,21.778016445484745,222,1.0147841078636655,0.8461569837916503,1.4890250565148935,1.0075192713797787,0.391614233276967,1.186139490684392,1.1924869665491145
Bridge abutment retrofit matrix 223,bridge abutment or approach foundation,3295.538401516654,434434.732943306,15.0,7.733119657742691,stricter screening limit for bridge approach compatibility and differential-settlement control,0.36555749705815976,9.692349143266329,426.2862105677907,93.27866762065483,10.673592534372954,13.391731912221063,9.717844772343412,0.8927821274814042,23.555398600720217,223,0.9666399572178364,0.7846520003611082,0.7898813326241927,0.9444844796894372,0.5246885049938156,1.0960371658903907,1.2019015719527864
Bridge abutment retrofit matrix 224,bridge abutment or approach foundation,3512.877077882908,919760.2040447084,15.0,7.9601183298632066,stricter screening limit for bridge approach compatibility and differential-settlement control,0.549523141413979,10.959063161025776,659.6238785860103,66.7338685838499,11.676232566361286,19.85042016480313,10.977708406834942,1.3233613443202086,42.13482738190135,224,0.9950147912329008,0.8363993042578353,1.672291280081288,0.8904038364986229,2.8497364091738286,1.4303898621086,0.8055847734923164
Bridge abutment retrofit matrix 225,bridge abutment or approach foundation,5113.136391831936,622737.9894120926,15.0,7.362821850612292,stricter screening limit for bridge approach compatibility and differential-settlement control,0.45233445222029767,15.359337353344422,502.2209425309845,90.67210884996723,16.16580965962706,18.267081264643092,15.380287928502508,1.2178054176428728,13.757103211297766,225,0.9203527313265365,1.2174134266266514,1.1322508898401684,0.9247245709389234,0.35290759706281105,1.2206169384293544,1.2317684391659625
Bridge abutment retrofit matrix 226,bridge abutment or approach foundation,4656.605151457151,858521.51195207,15.0,9.390704814720376,stricter screening limit for bridge approach compatibility and differential-settlement control,0.53241520373749,11.859288389850633,753.9447077626905,107.84868530550729,12.737478041788885,15.047751765091041,11.882232415853363,1.0031834510060693,18.29128618777947,226,1.173838101840047,1.1087155122517025,1.5609482035492184,1.0907074593677295,0.38279397221269723,1.0464349477181494,1.1479451945175183
Bridge abutment retrofit matrix 227,bridge abutment or approach foundation,4616.4122609795495,849340.5665092104,15.0,7.811830349673234,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5297377201419398,13.105585895786362,624.0286946627781,83.704709739512,13.840307301155631,17.673652309850155,13.12472094292989,1.1782434873233436,23.283367103783938,227,0.9764787937091542,1.0991457764237023,1.5442555754712917,0.9784657850155911,0.6764457131193276,1.334030447553425,1.06422203879303
Bridge abutment retrofit matrix 228,bridge abutment or approach foundation,4145.469722183519,744709.4252763359,15.0,8.136233199708744,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4969063644579209,13.059138405548289,609.6615503434398,94.9187105065455,13.877795360396437,15.908293674122577,13.080479157739003,1.0605529116081718,15.222426273326759,228,1.017029149963593,0.9870166005198853,1.3540171368660654,0.881772848646712,0.41793634674005353,0.9788740670238126,1.1651704563448884
Bridge abutment retrofit matrix 229,bridge abutment or approach foundation,4601.325739049233,554533.542963166,15.0,9.217564237300213,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4237881969122673,14.386613163519591,589.0550570787062,134.80709153725195,15.44886641141344,24.379562918032022,14.414177387446223,1.625304194535468,37.33144012343497,229,1.1521955296625266,1.0955537473926744,1.0082428053875745,0.8884273345625266,1.757434645394381,1.031972839736185,1.4246466442617192
Bridge abutment retrofit matrix 230,bridge abutment or approach foundation,4826.104320295329,719837.1916672506,15.0,7.460047337514699,stricter screening limit for bridge approach compatibility and differential-settlement control,0.48841613683014606,11.295896337168369,549.4427492293438,99.88495173310977,12.059183863277921,14.771864632896465,11.315734496704026,0.984790975526431,20.20677378907157,230,0.9325059171893374,1.1490724572131734,1.3087948939404557,1.1867889837163859,0.7266330793445358,0.7730369857923225,1.328404220192776
Bridge abutment retrofit matrix 231,bridge abutment or approach foundation,4893.039246387439,320729.89271179034,15.0,10.223982666215173,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2984333049624365,17.928387919530163,460.10637646720323,101.61440862844522,19.362948236240825,20.664220416009183,17.965608417924777,1.3776146944006122,8.725113657906313,231,1.2779978332768966,1.1650093443779617,0.5831452594759824,0.758114770018081,0.3582981339484714,0.7589169098872687,0.9939885721099263
Bridge abutment retrofit matrix 232,bridge abutment or approach foundation,3497.530588288968,669414.4369235953,15.0,6.0601406159261435,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4702936639183406,11.29843037891693,429.7765231541835,49.61384583675653,11.940448984206192,15.686271888497773,11.315095831987858,1.045751459233185,24.75305550620022,232,0.7575175769907679,0.8327453781640399,1.2171171580429005,0.8598860566841365,1.3000772139548697,1.4132563084094127,0.8033599801396563
Bridge abutment retrofit matrix 233,bridge abutment or approach foundation,5402.953374930476,837571.9576825162,15.0,8.448031284324287,stricter screening limit for bridge approach compatibility and differential-settlement control,0.526260406685338,16.4965859654503,670.4201664229213,118.51473969327495,17.297018883808637,20.51908444285815,16.517435247645388,1.36793896285721,17.62237797549721,233,1.0560039105405359,1.2864174702215418,1.5228581048773022,0.909776353160819,0.4575788067041383,1.0981159429837712,1.3998937400777285
Bridge abutment retrofit matrix 234,bridge abutment or approach foundation,3914.1393213588362,672483.1348665924,15.0,8.045235769132212,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4714331999885062,11.698751188371919,571.9391145481719,112.52923095660853,12.549239601975977,19.986721400694073,11.720821870912625,1.3324480933796048,38.1909950189767,234,1.0056544711415265,0.9319379336568657,1.2226966088483497,0.9293820383840368,2.4316423856786917,0.854818535380393,1.3501755470059937
Bridge abutment retrofit matrix 235,bridge abutment or approach foundation,3279.8091895095986,616537.6031979398,15.0,8.357914821493086,stricter screening limit for bridge approach compatibility and differential-settlement control,0.44985675156018,9.303447027541642,566.9738681456616,122.09747114867588,10.223056578045627,14.206298400275381,9.32738518599247,0.9470865600183588,29.706840219594653,235,1.0447393526866358,0.7809069498832377,1.1209774603598905,0.9792694100369916,1.0573727037231517,0.7011540874135592,1.439826108238103
Bridge abutment retrofit matrix 236,bridge abutment or approach foundation,4616.427887313254,403522.92614389665,15.0,9.041681322118752,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3486143639274616,15.135855188580178,475.31917260966253,62.932153052585875,16.31377877560374,20.78969227476004,15.1663956823024,1.3859794849840026,22.86158396341409,236,1.130210165264844,1.0991494969793463,0.7336780475343575,0.847220764094485,1.1781456598540343,1.4418993201174248,0.6844685940890968
Bridge abutment retrofit matrix 237,bridge abutment or approach foundation,3584.5267929192564,388376.23967318883,15.0,10.204176514212802,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3399775531506534,11.292588044195048,523.1413701466438,79.74018089004731,12.639584375862652,15.311195691199611,11.327615791916081,1.0207463794133074,20.959946516404298,237,1.2755220642766003,0.8534587602188706,0.7061386175876161,0.8817304616312962,0.572329374051917,1.2175377193026822,0.7778517141270678
Bridge abutment retrofit matrix 238,bridge abutment or approach foundation,5255.424718417748,321732.7020421519,15.0,9.712114905273319,stricter screening limit for bridge approach compatibility and differential-settlement control,0.29908732360827917,12.221617840712502,438.02881166408656,128.12449396108056,13.583085944152911,19.549831780317156,12.256876773207553,1.3033221186878103,31.883313784000546,238,1.2140143631591649,1.2512915996232734,0.5849685491675489,1.1944737747383036,1.3390427015420796,0.8644085520928717,1.293648616757586
Bridge abutment retrofit matrix 239,bridge abutment or approach foundation,4316.572056136897,572106.5256329655,15.0,9.063301947037504,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4314240055520653,11.072635524710307,589.6327732360439,98.47369377288186,12.103270112532371,14.08503690261291,11.09947123791855,0.939002460174194,17.675808478443695,239,1.132912743379688,1.027755251461166,1.0401936829690281,1.0828928584305866,0.31510948919992804,1.2100556977367467,1.0877041455384087
Bridge abutment retrofit matrix 240,bridge abutment or approach foundation,4223.951073602617,282742.5005197002,15.0,10.242288490703832,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2727266846491027,9.640526398205505,421.2263166253224,133.8913185181128,11.130314158627371,18.28718667866793,9.679094428485685,1.2191457785778619,40.92166406212242,240,1.280286061337979,1.0057026365720516,0.5140772736721821,1.2170702036413656,2.3020513253580464,0.7241704003344558,1.2638910552156295
