scenario,civil_use,service_load_kN,head_stiffness_kN_per_m,allowable_settlement_mm,thermal_amplitude_C,serviceability_basis,head_restraint_ratio,initial_mechanical_settlement_mm,peak_abs_thermal_force_kN,peak_abs_pore_pressure_kPa,max_TM_settlement_mm,max_THM_settlement_mm,final_THM_settlement_mm,max_THM_serviceability_ratio,max_error_if_pore_pressure_ignored_percent,case_id,thermal_factor,load_factor,head_stiffness_factor,vertical_stiffness_factor,cv_factor,mv_factor,lambda_factor
Bridge abutment retrofit matrix 139,bridge abutment or approach foundation,3866.592293278871,899001.8932714814,15.0,8.118082592513012,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5438660159424095,11.093095458215682,665.7884347006359,61.49523434080073,11.83368170134118,15.601691182454449,11.11235485020835,1.0401127454969632,25.060041536744983,139,1.0147603240641265,0.9206172126854454,1.6345488968572388,0.9682179503866337,2.276611540058673,0.8312704464707088,0.7326257928962445
Bridge abutment retrofit matrix 140,bridge abutment or approach foundation,4030.213671995273,539077.5474804163,15.0,8.183666092281921,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4169007141110268,9.357173064701035,514.4834385484842,102.24464129039124,10.311550483966812,12.83489125231672,9.381994963239796,0.8556594168211146,23.32505727879375,140,1.0229582615352402,0.9595746838083984,0.9801409954189386,1.1964124100682467,0.39645057269617795,1.1744355303039393,1.2484271590096996
Bridge abutment retrofit matrix 141,bridge abutment or approach foundation,5381.071917917776,642891.5440418662,15.0,8.324529869314572,stricter screening limit for bridge approach compatibility and differential-settlement control,0.46023595891826485,19.621020416578887,577.7382515153957,93.54297202723309,20.519676273651058,23.302093655276984,19.644359544467275,1.553472910351799,13.152459689079324,141,1.0405662336643215,1.2812075995042322,1.1688937164397568,0.7618065562780894,0.8391097341989822,0.7707921708924403,1.1122737038794013
Bridge abutment retrofit matrix 142,bridge abutment or approach foundation,4024.5107018200433,651339.6314014884,15.0,8.117242675867237,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4634807485110415,14.833572052848456,567.3239117129787,92.34320850560738,15.704582942347484,25.13003241696809,14.85617675536127,1.6753354944645393,38.223683364560344,142,1.0146553344834046,0.958216833766677,1.1842538752754335,0.7536415607862875,2.1782237457180558,1.4044778445474029,1.1016556465336165
Bridge abutment retrofit matrix 143,bridge abutment or approach foundation,3175.274710634323,608776.3634758717,15.0,9.356422518303265,stricter screening limit for bridge approach compatibility and differential-settlement control,0.446723552744512,7.3980477577910975,630.2887203685945,125.91458953836498,8.433384801381122,15.337511587779336,7.425045207872478,1.0225007725186224,47.07720275738373,143,1.1695528147879082,0.7560177882462674,1.1068661154106758,1.1922344675662537,0.8951514012118976,1.2912632598034808,1.3305652837121764
Bridge abutment retrofit matrix 144,bridge abutment or approach foundation,3235.610990130941,910732.6118922045,15.0,5.988348833840518,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5470802477517399,9.111900196865951,494.02506611292034,50.3096551950063,9.654348177384072,11.370220756945773,9.126031963523141,0.7580147171297182,16.66867487069798,144,0.7485436042300647,0.7703835690787955,1.6558774761676445,0.9863813377818436,0.7958790496588255,0.9146678926771278,0.8323172185114378
Bridge abutment retrofit matrix 145,bridge abutment or approach foundation,5357.354527976414,333475.53145359695,15.0,6.128258791706471,stricter screening limit for bridge approach compatibility and differential-settlement control,0.30665607545409995,14.848720618287645,283.3867426676906,47.787955275213676,15.698518327380205,19.188840296067013,14.870692961538744,1.279256019737801,18.879563368885925,145,0.7660323489633089,1.275560601899146,0.606319148097449,1.0022102737364438,1.726157724251016,1.171400313673821,0.7599630342256056
Bridge abutment retrofit matrix 146,bridge abutment or approach foundation,4159.687124306618,563968.7659482176,15.0,10.266070806364947,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4279133023503002,11.785057452374572,662.4466402160169,86.60730405815802,12.959673282565497,18.730539604405617,11.815588432450626,1.2487026402937078,31.89364549301642,146,1.2832588507956184,0.9904016962634805,1.0253977562694865,0.9804522806190579,1.5536118969596666,1.1247971408767896,0.8243498572827134
Bridge abutment retrofit matrix 147,bridge abutment or approach foundation,3239.54001366481,290703.63629461825,15.0,9.029003511798262,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2782689454930165,10.600193877531643,378.87454101462185,90.1760437031718,11.903495569398494,15.416687449845357,10.633990305548723,1.0277791633230238,24.96695261965979,147,1.1286254389747827,0.7713190508725738,0.528552065990215,0.8489205352417071,1.0613849076978448,0.8641819152644445,0.9842824911376471
Bridge abutment retrofit matrix 148,bridge abutment or approach foundation,5361.323793640643,788455.8398961441,15.0,7.243491504261032,stricter screening limit for bridge approach compatibility and differential-settlement control,0.511175036312336,17.03244413665931,558.3524815336082,54.24389658230061,17.74060362166884,19.710614775098566,17.050835580203945,1.314040985006571,10.994055272268145,148,0.905436438032629,1.2765056651525342,1.4335560725384437,0.8743645934756146,0.9843349088518263,0.8467879632578803,0.7391136845448483
Bridge abutment retrofit matrix 149,bridge abutment or approach foundation,4002.110004494044,834964.1553175072,15.0,6.735896300393701,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5254828982445717,13.596082799239845,533.7585418046266,57.339162069843695,14.235342027801169,17.430456226848495,13.612685097874591,1.162030415123233,18.86257175090391,149,0.8419870375492127,0.9528833344033438,1.5181166460318314,0.8176599391794838,1.792034259696033,0.8648875619439913,0.8287957736859475
Bridge abutment retrofit matrix 150,bridge abutment or approach foundation,3060.845566781625,612645.5466338978,15.0,8.9964150936887,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4482899835878672,7.778095200003822,608.1621391644283,78.99494774006688,8.77077709005574,13.191275874568584,7.803977274578583,0.8794183916379056,35.76412723282851,150,1.1245518867110875,0.728772753995625,1.1139009938798141,1.0931145194277705,0.9130161744378377,1.328721055101352,0.8678514734855478
Bridge abutment retrofit matrix 151,bridge abutment or approach foundation,4456.826661381737,312542.23313979263,15.0,6.262230424026104,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2930474095351971,10.900424906976173,276.7309853950855,86.70519543442998,11.785844399295826,13.471135662066631,10.923351284499168,0.898075710804442,15.78549493945026,151,0.782778803003263,1.0611492050908897,0.5682586057087139,1.1357423371148199,0.3193455880101961,1.16541286257626,1.3859595783199112
Bridge abutment retrofit matrix 152,bridge abutment or approach foundation,2982.4594851459215,737545.8297036422,15.0,10.098247428491668,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4944900778180596,9.048026734872037,752.9990848348616,97.32366859353118,10.068978999136657,13.893041097710489,9.07479440286952,0.9262027398473659,30.904940565868312,152,1.2622809285614585,0.7101094012252194,1.3409924176429857,0.9156261275213904,0.523430538990999,1.4287283807244342,0.9603412288983904
Bridge abutment retrofit matrix 153,bridge abutment or approach foundation,3873.637991539498,421761.69175557425,15.0,10.220968361121201,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3587190046149232,10.239651912216384,552.8881588750996,92.05798540838839,11.550553707430915,17.586528754748468,10.273696035700775,1.1724352503165645,35.91229107253023,153,1.2776210451401502,0.9222947598903567,0.7668394395555895,1.0508272765812334,1.2435350613876908,1.2680412643052912,0.8846885236825399
Bridge abutment retrofit matrix 154,bridge abutment or approach foundation,3257.364175354203,296943.7844101764,15.0,9.953114407154434,stricter screening limit for bridge approach compatibility and differential-settlement control,0.28255441239417056,10.57141355717166,424.08405988277167,142.18722354224144,11.999576334598155,17.49686958988345,10.60850278633873,1.1664579726588966,34.81954210737073,154,1.2441393008943042,0.7755628988938579,0.5398977898366843,0.8559152256691356,0.5859626661708617,1.2891590198506322,1.421586946000498
Bridge abutment retrofit matrix 155,bridge abutment or approach foundation,3902.343361180247,305868.049099805,15.0,7.394146400352019,stricter screening limit for bridge approach compatibility and differential-settlement control,0.28859552443519143,9.064159463780388,321.7870007709009,58.88116554525916,10.11620462416228,15.602417365898429,9.09137841504573,1.040161157726562,36.55878369241598,155,0.9242683000440024,0.9291293717095827,0.5561237256360091,1.1959015850570833,2.2467670926328167,1.2781697976471933,0.7704574334134496
Bridge abutment retrofit matrix 156,bridge abutment or approach foundation,3416.8524788745167,276016.45106352423,15.0,6.206259306453198,stricter screening limit for bridge approach compatibility and differential-settlement control,0.26797747832044083,11.09388033847655,250.79511452433232,87.94921735525182,12.002504130855552,14.313927855553032,11.117403452305686,0.9542618570368688,18.286078113440425,156,0.7757824133066498,0.8135363044939325,0.5018480928427713,0.8555398648788669,0.7689995961828657,0.7427488593025041,1.4047157603756468
Bridge abutment retrofit matrix 157,bridge abutment or approach foundation,4169.616477507807,909184.4978371741,15.0,8.904078567978289,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5466586595732201,10.538983236842295,734.0000249098437,101.72666415722436,11.346300152887311,15.67590292751282,10.560053579940838,1.0450601951675214,29.07499963390586,157,1.113009820997286,0.9927658279780492,1.6530627233403166,1.0989929230163134,0.9286403273868363,0.988643744925906,1.12882630549261
Bridge abutment retrofit matrix 158,bridge abutment or approach foundation,3056.202393129962,723481.3574670921,15.0,6.997556273401792,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4896779590673035,10.732900374619454,516.7111285226651,72.0873385744787,11.447101401625417,13.224982989752768,10.751508275080873,0.8816655326501845,15.239938881904308,158,0.874694534175224,0.7276672364595147,1.3154206499401675,0.7909745544739274,0.7694031118833559,0.6934723280534563,1.021163634110331
Bridge abutment retrofit matrix 159,bridge abutment or approach foundation,4405.2588354478285,431406.03307688417,15.0,7.174619880054442,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3639364788882971,10.551296419743533,393.7452653312741,54.063864714091075,11.463998688932945,12.10055644439638,10.574971154935684,0.8067037629597587,7.462907109821473,159,0.8968274850068052,1.048871151297102,0.7843746055943348,1.1597465952684918,0.3994958841934412,0.6523286337356451,0.7529202161888344
Bridge abutment retrofit matrix 160,bridge abutment or approach foundation,3158.746740157333,707354.8303470684,15.0,9.003495172754207,stricter screening limit for bridge approach compatibility and differential-settlement control,0.48404632046884716,9.70743681060081,657.186930851674,111.94760142770924,10.636513566221778,14.617612876556421,9.731694398006312,0.9745075251037615,29.25893131708835,160,1.1254368965942758,0.7520825571803174,1.2860996915401244,0.9038736663065623,0.839078742338447,0.8968332193913582,1.2307338686814022
Bridge abutment retrofit matrix 161,bridge abutment or approach foundation,3164.2187475072697,669727.7634710495,15.0,7.08508216244206,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4704102403681867,8.128238272561635,502.5884656021815,61.10013744034254,8.878675230703221,10.341312212968127,8.147797907798262,0.6894208141978752,17.510640488485627,161,0.8856352703052575,0.7533854160731595,1.2176868426746355,1.081353206699672,0.38725597711114074,1.2008164927499148,0.8619021410011818
Bridge abutment retrofit matrix 162,bridge abutment or approach foundation,5269.048453935833,772053.9764472124,15.0,7.26680254047656,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5059211372010887,17.66746910608017,554.3921125595037,58.250697862433725,18.3855433981273,19.57703476085954,17.68614271173096,1.3051356507239693,7.655336816091538,162,0.90835031755957,1.2545353461751985,1.4037345026312953,0.8284291098797125,0.3894135557909603,1.0444455368675873,0.8011194351261368
Bridge abutment retrofit matrix 163,bridge abutment or approach foundation,5036.514233877539,753292.9175718807,15.0,8.120570277535549,stricter screening limit for bridge approach compatibility and differential-settlement control,0.49977133594763967,15.836069670299626,611.9962092406016,74.65366206681124,16.64849760499105,21.611958626543686,15.857132660104769,1.4407972417695791,23.872165965737715,163,1.0150712846919436,1.1991700556851281,1.3696234864943286,0.8834463100756107,2.8952567072043487,0.780114438560638,0.8829899729776804
Bridge abutment retrofit matrix 164,bridge abutment or approach foundation,4008.9046467164567,331098.6233489421,15.0,10.291599865854717,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3051372809992363,9.226064952538806,473.55347047043153,77.27034559500014,10.65631393902087,13.214998441559073,9.263168374175752,0.8809998961039383,22.093361431753998,164,1.2864499832318397,0.9545011063610611,0.6019974969980765,1.206998465560847,1.0650984162944461,0.7605487765582122,0.7398913402632726
Bridge abutment retrofit matrix 165,bridge abutment or approach foundation,5039.168171467366,799165.2880985521,15.0,6.799360345081274,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5145456405495552,11.273072047282696,527.573314511276,48.158942027536426,11.933227489927768,13.761719451240463,11.290227266859741,0.9174479634160309,15.099850440582557,165,0.8499200431351592,1.199801945587468,1.453027796542822,1.241692531235191,0.6696330717227196,1.177887247122787,0.7035703312638119
Bridge abutment retrofit matrix 166,bridge abutment or approach foundation,5106.499564746652,392656.50600954227,15.0,9.258420380412709,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3424413386088468,16.967361583352968,478.0947131536383,125.39628896265958,18.184951782003644,21.19737665256303,16.99895929766811,1.413158443504202,17.12579088748453,166,1.1573025475515886,1.215833229701584,0.7139209200173495,0.8360003966145254,0.3570804137767873,1.2615567136788914,1.3545843542966658
Bridge abutment retrofit matrix 167,bridge abutment or approach foundation,4570.30399403007,338865.10014492547,15.0,6.116473261476205,stricter screening limit for bridge approach compatibility and differential-settlement control,0.31007542286111406,15.221019696530655,285.9955562734417,77.27946836332234,16.065000254431506,21.059601637933095,15.242847975429594,1.403973442528873,24.313912306374,167,0.7645591576845256,1.088167617626207,0.6161183638998645,0.8340629685407608,1.7740628209996643,1.0083564388303352,1.2304614559681355
Bridge abutment retrofit matrix 168,bridge abutment or approach foundation,4548.562179656607,521364.29638556886,15.0,8.47416133969327,stricter screening limit for bridge approach compatibility and differential-settlement control,0.40880206500278776,10.821720203551804,522.3969928091278,96.88337688208446,11.823700961403306,15.99596748267551,10.847710394328432,1.0663978321783674,27.165715395252395,168,1.0592701674616587,1.082990995156335,0.9479350843373979,1.167549586002387,1.4939127524866942,0.7471466660732138,1.1182254941838536
Bridge abutment retrofit matrix 169,bridge abutment or approach foundation,4656.224352702591,503270.2875928461,15.0,6.818813858002843,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4002937180907612,12.982343349303102,411.6029406155879,59.258376220442734,13.800199977764708,18.120219507638122,13.003528260959417,1.2080146338425415,24.59982192304816,169,0.8523517322503553,1.1086248458815693,0.9150368865324474,0.9962728751877662,1.586134468149528,1.2164397804321534,0.8487497735644226
Bridge abutment retrofit matrix 170,bridge abutment or approach foundation,3410.755548324366,360995.67169144144,15.0,7.420071715060236,stricter screening limit for bridge approach compatibility and differential-settlement control,0.32376934908059146,11.823498615395973,362.27193764095887,82.79184520953736,12.827034020525728,19.482186738542723,11.849497772029045,1.2988124492361814,35.0085880160197,170,0.9275089643825295,0.8120846543629443,0.6563557667117117,0.8013128157541027,1.6022058759364153,1.325200523346708,1.0894548573312417
Bridge abutment retrofit matrix 171,bridge abutment or approach foundation,3254.878362698884,912362.644692292,15.0,9.17930535181661,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5475232977230542,11.495953615554988,757.8849442525967,116.68522239605933,12.326637498396558,14.878288674540155,11.517756393811249,0.9918859116360104,19.925564500730573,171,1.1474131689770763,0.7749710387378295,1.6588411721678036,0.7864792332704789,0.3931406220423222,1.0239554976771301,1.2703079106806345
Bridge abutment retrofit matrix 172,bridge abutment or approach foundation,5281.770606610904,785541.6273180776,15.0,8.848210119840195,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5102497243436186,18.361462472492995,680.8149207206213,91.78708819967683,19.228144640623277,27.811334029497715,18.383958300938904,1.8540889352998478,31.512845154716256,172,1.1060262649800243,1.2575644301454534,1.4282575042146866,0.7990422898144895,2.2498061961894056,1.2639869451013177,1.0036203449001369
Bridge abutment retrofit matrix 173,bridge abutment or approach foundation,3505.6294810628638,687750.3026623557,15.0,9.94700652224812,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4770304365118006,10.832136710944457,715.5324785176355,128.1517162540205,11.872532441411941,19.350570000274168,10.85929578971065,1.2900380000182778,40.28784614396742,173,1.243375815281015,0.8346736859673485,1.2504550957497376,0.8989786530094503,0.8787241790301318,1.3883667984683896,1.2742209860284626
Bridge abutment retrofit matrix 174,bridge abutment or approach foundation,3714.05847466485,851288.1917277506,15.0,8.942219193205945,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5303082748966202,10.235295645479626,715.0963710410515,98.51453350476221,11.075312431792275,15.31596671674575,10.257238261089904,1.02106444778305,29.50160226743509,174,1.1177773991507431,0.8842996368249643,1.5477967122322738,1.0079659106718264,0.8094957885188264,1.1010969730655564,1.091133666242169
Bridge abutment retrofit matrix 175,bridge abutment or approach foundation,3805.9256135211326,571778.7698405655,15.0,8.555671684620672,stricter screening limit for bridge approach compatibility and differential-settlement control,0.43128344169880833,13.067640095640185,556.4264346411653,91.07966643137667,14.04078996406975,18.108419075396917,13.092966389889556,1.2072279383597944,24.670414341516384,175,1.069458960577584,0.9061727651240792,1.0395977633464828,0.8090225561569795,0.6010964749342054,1.4475438101930076,1.0590105453117193
Bridge abutment retrofit matrix 176,bridge abutment or approach foundation,4802.742662931506,670452.8805081022,15.0,5.790477380069466,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4706798311362568,12.595883017762041,410.9895859598855,56.78659310037062,13.208885956385286,17.148958175256634,12.611772271502499,1.1432638783504423,23.80175288638073,176,0.7238096725086832,1.1435101578408347,1.2190052372874587,1.0591517738505278,1.1980047679142898,1.3632494236238795,0.9640636636538011
Bridge abutment retrofit matrix 177,bridge abutment or approach foundation,3780.2621824737726,415726.41315828625,15.0,8.936758673518415,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3554102238632125,9.34851216376537,478.9617216966261,70.59969645598316,10.500620152425363,11.690133370599854,9.378452129747645,0.7793422247066569,13.58502853004354,177,1.117094834189802,0.9000624243985172,0.7558662057423386,1.1232512832737132,0.46812626020208264,0.7771876302310761,0.7881338765056396
Bridge abutment retrofit matrix 178,bridge abutment or approach foundation,3745.3241696337577,424554.06344050233,15.0,8.159229225720935,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3602384273880162,10.458624960908818,443.2309017685732,66.4317946479613,11.502616621656845,13.35815402717208,10.485728344257456,0.8905436018114721,16.486159897536133,178,1.019903653215117,0.8917438499127994,0.7719164789827315,0.994746277629083,0.7151449458523879,0.863541902951141,0.8079863583196367
Bridge abutment retrofit matrix 179,bridge abutment or approach foundation,3871.1009272448773,297649.6469179804,15.0,8.06543729951907,stricter screening limit for bridge approach compatibility and differential-settlement control,0.28303596677597603,11.580096516961836,344.2392646740738,102.12800824964626,12.736621539714278,24.79755593550963,11.610012977385361,1.653170395700642,49.96202205233219,179,1.0081796624398838,0.921690696963066,0.5411811762145098,0.928581045545288,2.9902758774896956,1.3430676029033588,1.2151175471295708
Bridge abutment retrofit matrix 180,bridge abutment or approach foundation,4367.05355338839,405225.0059188693,15.0,9.955341630816406,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3495708023242813,14.416809792817029,524.7859248019596,82.15022738941437,15.711858018214619,20.04725178093673,14.450405891219752,1.3364834520624487,22.899271620679034,180,1.2444177038520507,1.0397746555686644,0.7367727380343078,0.8414277839062358,1.3302301213987688,0.9941182545532177,0.8093125428602698
Bridge abutment retrofit matrix 181,bridge abutment or approach foundation,3949.588822490285,741310.1918352855,15.0,9.981218026902269,stricter screening limit for bridge approach compatibility and differential-settlement control,0.49576268668821233,12.02461038757753,746.1879613870266,133.6945853407127,13.031190318091726,17.898964827009834,12.050892563365405,1.1932643218006556,29.201601800231096,181,1.2476522533627836,0.9403782910691155,1.347836712427792,0.9123854918249239,0.7340682335713338,1.002455698896925,1.328721699303083
Bridge abutment retrofit matrix 182,bridge abutment or approach foundation,3281.086760457752,702000.3231095782,15.0,6.308069542411186,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4821488542579099,8.454823248411335,458.6363480261257,43.11998174203151,9.108151078795446,12.075691897660379,8.471802399210175,0.805046126510692,25.846498521821026,182,0.7885086928013982,0.781211133442322,1.2763642238355968,1.0779799437998863,1.1377966439084695,1.4089762851179521,0.672716718263333
Bridge abutment retrofit matrix 183,bridge abutment or approach foundation,4534.181019129523,305097.43333531223,15.0,5.749105778541773,stricter screening limit for bridge approach compatibility and differential-settlement control,0.2880778867925965,10.82497487178212,249.7474605640484,76.59004923441795,11.643557505643768,12.67565890379539,10.846159204458415,0.8450439269196928,10.639595196554072,183,0.7186382223177217,1.079566909316553,0.5547226060642041,1.1635082228404539,0.43363062448521617,0.6562953735005295,1.33008971238513
Bridge abutment retrofit matrix 184,bridge abutment or approach foundation,5024.376737419636,931176.4275210181,15.0,10.063968903056155,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5525749279295283,12.421770068652044,838.5931700134959,120.70251169388193,13.322343950495254,20.308973890658386,12.445221449685906,1.353931592710559,35.07922276519838,184,1.2579961128820194,1.1962801755761039,1.6930480500382148,1.1235598446319002,1.7798332599926112,0.8936001907315979,1.1679264548026893
Bridge abutment retrofit matrix 185,bridge abutment or approach foundation,4839.0516533798545,413607.59643539536,15.0,10.390754602604265,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3542404915153155,11.2079318456246,555.0551660475497,73.41651376138577,12.549916786982534,15.277822031314898,11.242747361435626,1.0185214687543265,19.74186317959443,185,1.298844325325533,1.152155155566632,0.7520138117007188,1.1993122668322476,1.2210775035721295,0.7655018087652776,0.6942904659837102
Bridge abutment retrofit matrix 186,bridge abutment or approach foundation,5078.114666672693,597913.3921732889,15.0,8.114032515988939,stricter screening limit for bridge approach compatibility and differential-settlement control,0.442277775984939,13.381448211041628,541.1563013857698,57.46065242999627,14.286522940040054,14.95908306444122,13.404974905125629,0.9972722042960813,6.424485653834328,186,1.0142540644986173,1.2090749206363554,1.0871152584968888,1.0541365816034343,0.3075353316346441,0.8032585813726856,0.7090665157303963
Bridge abutment retrofit matrix 187,bridge abutment or approach foundation,4486.7809294054805,282998.9434608787,15.0,6.481348522218748,stricter screening limit for bridge approach compatibility and differential-settlement control,0.27290653758333944,11.542738286852785,266.7289614585273,43.2767139008226,12.485246969735552,13.879429489689887,11.567118438614397,0.9252952993126591,11.473981834374817,187,0.8101685652773435,1.0682811736679716,0.514543533565234,1.0797507532207833,1.2197690892149033,0.6885139153784139,0.6561355772564398
Bridge abutment retrofit matrix 188,bridge abutment or approach foundation,3613.9857254193385,357511.9736788035,15.0,8.356244436599592,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3216498748158109,12.788668638738322,405.3081915683606,88.88901761218902,13.922359875419806,22.13758063429245,12.818018065190003,1.47583870895283,38.44029953457387,188,1.044530554574949,0.8604727917665091,0.6500217703250972,0.7849800101057534,2.8714358135171203,1.0859619477728004,1.0219479383045842
Bridge abutment retrofit matrix 189,bridge abutment or approach foundation,5323.242380112804,840122.6984270068,15.0,7.314151269278727,stricter screening limit for bridge approach compatibility and differential-settlement control,0.527018441401997,13.851782896996056,581.2736141490835,52.83877910713979,14.543674230532721,19.60357208455665,13.869717274851485,1.30690480563711,26.67337560228186,189,0.9142689086598409,1.26743866193162,1.5274958153218305,1.0675004437449669,2.8231226337802764,1.1359694423729787,0.6943657494266261
Bridge abutment retrofit matrix 190,bridge abutment or approach foundation,5023.565036477609,712757.8012092719,15.0,7.609246639247843,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4859469181374157,18.21126693872898,557.5981862225609,108.27486217009258,18.993577823683918,22.629546333523397,18.23160825218144,1.5086364222348931,17.68445558374795,190,0.9511558299059804,1.1960869134470498,1.2959232749259488,0.7662480249450911,0.4846548198057762,1.2786014095826457,1.4190756568873537
Bridge abutment retrofit matrix 191,bridge abutment or approach foundation,4089.2635077347595,606859.7210247269,15.0,9.984918137675436,stricter screening limit for bridge approach compatibility and differential-settlement control,0.44594430492673043,11.013345475677864,671.4535737704564,116.50556718868184,12.11978498798667,20.085103477175473,11.042122379422796,1.3390068984783647,40.71898659573057,191,1.2481147672094295,0.9736341685082761,1.103381310954049,1.0313909905349699,1.425523765102027,1.2027695109277388,1.1425267192750828
Bridge abutment retrofit matrix 192,bridge abutment or approach foundation,4036.7998889880314,775613.2446695423,15.0,6.9474053045620865,stricter screening limit for bridge approach compatibility and differential-settlement control,0.5070708262639282,12.576373937679307,531.2294211359366,75.01578141851304,13.261289293092393,17.1741873354274,12.594143228660618,1.1449458223618267,23.608258512126074,192,0.8684256630702608,0.961142830711436,1.4102058993991677,0.8916189261334837,2.411702485919859,0.6838222044892052,1.0425514298331848
Bridge abutment retrofit matrix 193,bridge abutment or approach foundation,4026.857875266059,520954.17574696324,15.0,6.018237245321983,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4086118888714564,11.044115045302997,370.82684122555594,72.58494009259883,11.755937425253883,14.645517731147951,11.062575498452478,0.9763678487431967,21.5934848516639,193,0.7522796556652479,0.9587756845871569,0.947189410449024,1.0128214233824668,0.6757448879297288,1.1847055081068991,1.1978954060245162
Bridge abutment retrofit matrix 194,bridge abutment or approach foundation,4433.0364663955315,494956.04628810973,15.0,7.570486287885377,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3963014449680371,12.803684879324742,452.41843391251166,63.54942448587782,13.717742677598737,16.970387977756754,12.82737743356354,1.131359198517117,20.09738257921129,194,0.9463107859856721,1.055484872951317,0.8999200841601995,0.9617536123773662,1.4992216899612096,0.8923516760526438,0.820970155233071
Bridge abutment retrofit matrix 195,bridge abutment or approach foundation,4645.053216956377,448223.58011104417,15.0,5.6450088543979495,stricter screening limit for bridge approach compatibility and differential-settlement control,0.37283431321249527,11.08186183043461,317.3740118126624,63.586791748443346,11.789932592204964,16.55784393913215,11.100178566522315,1.1038562626088102,29.583067653348667,195,0.7056261067997437,1.1059650516562802,0.8149519638382621,1.16432832317226,2.0789768701856666,1.0693629964401254,1.0922809554032518
Bridge abutment retrofit matrix 196,bridge abutment or approach foundation,3856.433475301466,560304.758217125,15.0,7.301623766293212,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4263184223196123,9.556701178489451,469.4014320606776,76.13616169729274,10.394462102659185,11.438686603509732,9.578485004898814,0.7625791069006488,12.17499445990946,196,0.9127029707866515,0.918198446500349,1.0187359240311362,1.1209218546335198,0.33618261050999226,0.8230964176664476,1.0433681805463868
Bridge abutment retrofit matrix 197,bridge abutment or approach foundation,3104.74671430182,375084.1941586337,15.0,9.558906192536384,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3322073740335376,8.86627325462618,478.85974175070754,81.68028203314084,10.14294593027666,13.78847262809359,8.899455043788189,0.9192315085395727,29.319597843976414,197,1.194863274067048,0.7392254081670999,0.6819712621066067,0.9727081695927027,0.8464521325674346,1.1564962691393594,0.8456769658431089
Bridge abutment retrofit matrix 198,bridge abutment or approach foundation,2960.3617786213367,560115.9335210002,15.0,7.946249795863231,stricter screening limit for bridge approach compatibility and differential-settlement control,0.4262359891711464,6.960575859605597,510.74390053658084,95.38120944929446,7.872429763360741,11.203630189615083,6.984313208719375,0.7469086793076722,32.28603433396115,198,0.9932812244829039,0.7048480425288897,1.0183926064018185,1.1814004083425067,0.8441597843510333,0.8878333733500141,1.1879995680353583
Bridge abutment retrofit matrix 199,bridge abutment or approach foundation,3799.9720324924037,362810.95728604076,15.0,8.907192090337062,stricter screening limit for bridge approach compatibility and differential-settlement control,0.3248685246179008,9.518759811026417,436.3543536923082,64.59678583875888,10.721464263384744,15.16761162998651,9.549920142159314,1.0111741086657673,30.670436864881363,199,1.1133990112921328,0.9047552458315247,0.6596562859746196,1.1089131438958169,2.0384161029629495,1.004024820757373,0.7036341270434766
Bridge abutment retrofit matrix 200,bridge abutment or approach foundation,4814.686341831889,333001.4470272635,15.0,7.1859202419125126,stricter screening limit for bridge approach compatibility and differential-settlement control,0.30635367573863764,15.648425345033278,331.9680956733371,101.21261118095285,16.645322201298764,21.512636892183735,15.674230974977439,1.434175792812249,23.824022124432826,200,0.8982400302390641,1.1463538909123545,0.6054571764132064,0.8546629090418785,1.0165221736160737,1.0609336214971061,1.3892845572769708
